ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
UNKNOWN		UNKNOWN	35172015	34886902	6670953	184.083	33908504	1077235	57481	26172	18999	14496	11959	9352	7369	5516	3951	2892	2202	1790	1387	1316	1305	2533724	2096708	1641654	1221586	885161	571799	380629	239476	147830	91680	
UNKNOWN		UNKNOWN	46255694	44245277	1845164	272.077	44989540	910101	77837	57358	48887	38581	27019	15742	8887	5434	4814	5714	8201	13101	28765	15713	0	2077344	3744584	3177569	2568297	2025784	802048	1254854	876523	645770	451966	
UNKNOWN		UNKNOWN	37968412	37743305	1870904	125.578	36791514	1032426	51194	23093	16741	12745	10267	7738	5953	4337	2953	1872	1326	1085	818	643	572	2683893	2259670	1770577	1317960	967677	604579	416254	260114	161739	103326	
UNKNOWN		UNKNOWN	54289503	53852829	2388226	146.906	52868386	1172588	75881	44332	31982	23075	16066	11562	7275	4422	3016	2615	2532	2767	3439	5508	14057	3983452	3491536	2847797	2216181	1672528	1143430	772293	498023	310525	207794	
UNKNOWN		UNKNOWN	37773776	37517188	1665260	155.927	36561037	1051748	55476	24057	17179	13689	11114	8445	6703	4922	3494	2495	1898	1615	1359	1244	1187	2719160	2282180	1786226	1320685	956397	591183	420921	271315	168006	105837	
UNKNOWN		UNKNOWN	42877531	42385675	1832714	122.103	41799378	943455	50424	23237	14865	10293	6937	4472	2595	1438	965	821	850	1007	1508	3210	12076	2792966	2368684	1874270	1413296	1024649	689795	448103	287269	178459	116947	
UNKNOWN		UNKNOWN	28276373	27915364	5902427	194.177	27286811	817886	44774	21281	15502	12202	9845	7485	6057	4621	3113	2429	1904	1645	1729	1865	2250	1975255	1691201	1345933	999064	762388	470507	314820	195877	121556	76301	
UNKNOWN		UNKNOWN	25882819	25807015	4647631	161.979	25052254	718788	36493	16140	12285	9877	7677	5844	4549	3585	2313	1622	1071	812	680	582	584	1795528	1475916	1139599	831180	604963	361447	245527	154514	94822	60203	
UNKNOWN		UNKNOWN	31450560	31063744	1207576	234.231	30594348	681197	44611	27494	21692	17853	13272	8461	4920	2575	1705	1119	1355	2269	3519	6546	17624	2294862	1971289	1603606	1245421	909938	636937	396391	249167	151455	99392	
UNKNOWN		UNKNOWN	41109554	40816233	3398644	335.564	39590549	1146289	72789	36502	29131	24728	21599	18666	15785	13703	11451	9612	8617	7536	7005	6858	6401	3227205	2801617	2269287	1749116	1391100	885834	611530	392907	258541	176814	
UNKNOWN		UNKNOWN	22703633	22557672	4584895	158.348	21964176	638717	34374	15285	11233	8610	6707	5617	4358	2955	1906	1280	848	644	448	452	468	1547238	1282709	1000488	736956	543927	322866	222705	142456	88777	56210	
UNKNOWN		UNKNOWN	55232143	54295313	10580626	180.467	53428410	1531011	79951	37472	27773	19941	16734	12018	10203	7320	5241	3794	2704	2189	2088	2297	2740	3680357	3067743	2352665	1728419	1279964	747829	523445	336334	219205	158491	
UNKNOWN		UNKNOWN	27728570	27492670	2187698	131.937	26702102	866813	53662	24316	16908	12497	9929	8113	6224	4464	3213	2390	1628	1209	933	841	775	2385987	2050231	1693421	1303283	971147	662000	445444	282926	178186	113771	
UNKNOWN		UNKNOWN	24178016	23987704	4517872	177.484	23369721	683919	37013	17821	13206	9639	8076	6320	4869	3387	2496	1732	1392	1070	857	938	1059	1669380	1400307	1096224	815350	613261	369707	256927	162714	100241	63336	
UNKNOWN		UNKNOWN	20890258	20669594	3814062	170.454	20151821	636592	33310	14929	11325	8254	6721	5073	4169	2971	2065	1518	1076	831	616	476	551	1478557	1214611	944567	693194	499740	321190	211435	130816	81446	50018	
UNKNOWN		UNKNOWN	27535659	27105937	4434177	188.624	26601427	796153	39454	18164	13682	9989	8300	6328	5068	4055	2942	2200	1652	1274	1104	1027	1048	1876681	1533757	1176833	858101	628934	394839	278649	181708	116913	73279	
UNKNOWN		UNKNOWN	37165560	36745910	1878330	134.166	36203932	815877	48124	24949	17399	12440	8479	5552	3200	1844	1072	668	697	873	1555	3482	15417	2810634	2416122	1945865	1495356	1087899	764495	485735	314846	192585	124104	
UNKNOWN		UNKNOWN	39935978	39648285	6829137	167.093	38600775	1157503	55730	23798	17576	12862	11054	8361	6520	5043	3299	2644	1886	1437	1204	1085	1104	2706397	2178255	1670365	1211720	873201	537236	355317	222846	135335	80632	
UNKNOWN		UNKNOWN	75894263	74689098	10291269	128.076	74151401	1423545	102376	57375	33741	19816	14659	36598	32391	4126	3093	2306	1632	1457	1281	1046	1076	5519786	4944381	4198886	3443116	2750569	2050130	1465583	1027961	709945	483367	
UNKNOWN		UNKNOWN	58848613	58361054	8892325	140.265	57078207	1489917	79250	39966	29773	22395	18356	13767	10798	8129	5753	4431	4082	3456	3198	3081	2970	4253680	3753859	3061475	2393055	1930979	1145776	859761	563379	361171	240710	
UNKNOWN		UNKNOWN	28817538	26760191	5342469	120.414	27898208	802155	39981	17471	13222	9846	8217	6169	4677	3365	2289	1481	1063	719	610	541	517	1984298	1665974	1310649	993647	770773	516550	404212	291400	201630	136590	
UNKNOWN		UNKNOWN	43605232	43362794	1728896	185.306	42225022	1169886	64606	31850	23945	18386	14863	10654	7253	5100	3370	2249	1845	1646	1844	3642	15420	3146739	2695991	2171068	1655649	1230850	838801	559092	356659	222046	145339	
UNKNOWN		UNKNOWN	49298832	48898131	2151036	223.825	47958077	1053379	74963	46407	35750	26628	18869	14396	9355	6100	4458	4041	3984	4592	5758	8971	23104	3708490	3290581	2696733	2118803	1623168	1115877	761630	491389	311866	208470	
UNKNOWN		UNKNOWN	62783164	62381799	10406283	200.186	60715977	1730199	86987	41688	30680	23158	19862	15453	12489	9415	7067	5438	4455	3824	3545	3912	4230	4409746	3679380	2867709	2122885	1582257	940752	650313	411880	256172	162636	
UNKNOWN		UNKNOWN	26715015	26621625	5206067	148.06	25835276	762382	41008	17849	12694	10007	8093	6301	4712	3478	2375	1494	1092	721	522	437	440	1934230	1596085	1237947	910872	657729	396112	266894	166739	102536	65913	
UNKNOWN		UNKNOWN	46709064	46028918	13665964	185.489	45080460	1378192	76094	34842	25943	21213	18698	15510	12747	9679	6914	4839	3291	2534	1879	1590	1318	3794116	3257640	2641513	1980337	1415372	936042	621359	391755	245244	150537	
UNKNOWN		UNKNOWN	46257201	45887647	1763805	112.762	45058144	1000760	64987	36755	26621	18683	12699	9150	5469	3360	2192	1879	1741	1750	2061	3069	7881	3453777	3036502	2483244	1937587	1478082	994820	684002	446072	281870	188205	
UNKNOWN		UNKNOWN	18865998	18542511	3117577	183.408	18228017	542415	26848	12279	9064	6231	5582	4364	3586	2691	1883	1350	1161	979	787	787	823	1290853	1059311	819928	601800	442235	283841	197885	129259	81067	49775	
UNKNOWN		UNKNOWN	35599573	35294935	2519841	240.125	34357237	977805	58150	30505	23622	19753	17358	14551	11919	9935	7721	6014	5349	4731	4150	3574	3527	2897471	2556282	2118203	1654255	1315131	837725	603551	399251	262739	177634	
UNKNOWN		UNKNOWN	57527662	56876697	3641499	140.536	55690158	1536106	98196	49461	36030	26676	20424	14848	10123	6996	4648	3302	2790	2541	2664	3392	8465	4472722	3860321	3159093	2444012	1815322	1260852	837698	553501	355579	235240	
UNKNOWN		UNKNOWN	34658045	34535051	4812305	215.881	33382529	1074356	60207	26784	19001	13924	11341	9157	7588	6302	4844	4393	3570	3356	3008	2748	2505	2659793	2199881	1752805	1317788	952973	637538	418179	261671	162797	104142	
UNKNOWN		UNKNOWN	26379117	26249035	4488025	149.377	25533920	726370	38117	17110	12447	9581	7804	6064	4825	3227	2397	1542	1115	888	784	778	832	1876174	1563736	1222149	909963	679646	407517	281759	178953	111903	70763	
UNKNOWN		UNKNOWN	47765849	47446853	7623861	132.448	46328643	1235457	60711	28345	20518	15954	13160	9977	8252	5733	4019	2985	2621	2236	1928	1893	1990	3559210	3062346	2442565	1861397	1423044	850606	608622	392682	247792	163104	
UNKNOWN		UNKNOWN	38675393	37580883	8387188	151.233	37440732	1066920	55271	25112	18445	13596	11601	8685	6766	4910	3262	2083	1645	1107	962	898	969	2640419	2183686	1697381	1255684	935761	560606	395575	262860	183656	144811	
UNKNOWN		UNKNOWN	51141783	50877091	2013063	178.05	49730804	1036266	93083	69389	60155	47014	32494	19315	10363	5591	3093	3043	3742	6075	13568	7788	0	2366734	4288595	3615769	2866554	2143579	804812	1164405	712668	443722	265394	
UNKNOWN		UNKNOWN	29360976	29010503	4752663	155.7	28374442	855389	40555	18098	13272	9706	7596	6152	4596	3771	2575	1690	1351	1084	848	875	892	2004873	1627081	1258009	925152	674472	432737	297138	191461	121003	74724	
UNKNOWN		UNKNOWN	40983230	40744754	2490095	193.766	39872886	905200	56878	33345	24355	18657	14235	8928	5046	2607	1471	1043	1043	1257	2106	5420	28753	3044137	2679496	2192826	1703443	1246167	906741	576205	376910	231715	160399	
UNKNOWN		UNKNOWN	45027331	38547150	2075693	75.006	43676458	1175398	64080	29312	19399	13541	10074	7365	5121	3516	2362	1664	1407	1402	1501	2545	6151	2980673	2613581	2251528	1913303	1690428	1495145	1315141	1059535	766473	496172	
UNKNOWN		UNKNOWN	32622197	32451926	6483347	226.161	31498185	918210	49837	23524	17536	14111	11617	9210	7182	5848	4332	3443	2743	2577	2535	2668	3093	2425588	2025150	1589258	1173698	869788	525613	357254	223153	138359	86686	
UNKNOWN		UNKNOWN	20358440	20199594	1117841	325.549	19629540	558254	32693	16486	12707	10812	9510	8081	7275	6438	5320	4386	3965	3703	3465	3339	3157	1606733	1382345	1122678	861502	670177	421373	295642	193620	126805	85122	
UNKNOWN		UNKNOWN	41235232	40703308	1474520	168.717	40188158	872343	49974	27602	20420	14876	10977	7805	4845	2754	2169	1805	1739	2076	2787	5553	19349	3080242	2682336	2187085	1703551	1282363	898993	600585	396261	253730	169132	
UNKNOWN		UNKNOWN	44418570	43601087	2483051	275.922	42927501	1235468	64098	29817	22704	18018	15376	12532	10894	9082	7681	6558	6182	5794	5512	5318	5078	3168562	2677120	2111934	1584476	1188904	767482	551855	363931	235484	149834	
UNKNOWN		UNKNOWN	24835931	24663200	4987787	198.384	23987571	709719	39267	17919	13644	9922	8526	6462	5293	3888	2881	2170	1770	1294	1123	1283	1445	1750298	1462642	1138625	844174	627036	379585	260316	163429	101424	63362	
UNKNOWN		UNKNOWN	25545115	25457560	4997607	167.975	24699488	725233	40803	18506	13828	10651	8743	6659	5175	3834	2466	1610	1079	715	555	523	422	1770446	1479921	1151094	843944	619925	372097	257369	161554	101142	63309	
UNKNOWN		UNKNOWN	60666410	56444117	2955281	238.256	59060608	1317384	75003	38505	26657	19007	12957	10265	6322	4066	3060	2697	3375	4734	6902	14367	60501	4104188	3598544	2999085	2429874	1952210	1578132	1164522	852144	591177	394700	
UNKNOWN		UNKNOWN	41616293	39309631	1193551	194.92	40522669	888143	52324	31003	23806	18525	14104	9365	5160	2948	1765	1411	1558	2237	3681	8330	29264	2966506	2601340	2165111	1743044	1363645	1075044	772081	557124	376998	248666	
UNKNOWN		UNKNOWN	46822024	46787929	1945582	314.315	45390528	942856	97266	81284	73927	59675	43689	25771	14549	8349	5810	5874	6649	10407	33473	21917	0	2329823	4194800	3579025	2872844	2215607	840378	1199108	727543	460127	279727	
UNKNOWN		UNKNOWN	54833073	52847925	3690891	177.413	53368898	1204991	72616	42040	30665	22882	16873	11741	6616	3256	1809	1394	1496	1690	2766	6990	36350	4138365	3677581	3029154	2366108	1760304	1261046	810613	544759	338802	217133	
UNKNOWN		UNKNOWN	63319909	61345312	24198400	455.131	61138062	1557700	98004	58870	50310	43859	40296	39268	32445	31753	26037	19222	16664	14787	12776	12464	22949	5028086	4419983	3684589	2884416	2139161	1490074	1008217	675055	457771	340730	
UNKNOWN		UNKNOWN	34995627	34792070	3471480	177.507	33698059	1105700	66045	28982	19921	14117	11100	9471	7332	5777	4166	2940	2440	1941	1462	1229	1065	2608700	2160375	1730056	1294568	923599	617617	399203	249068	155229	95439	
UNKNOWN		UNKNOWN	31524270	31405432	2214546	570.849	30250817	861997	50490	25539	21278	19866	18552	17127	16314	14994	13972	12647	12294	12074	11707	11183	11035	2449921	2092446	1693830	1294851	1034433	655169	444012	283422	183973	122862	
UNKNOWN		UNKNOWN	22160678	21979312	3371789	179.577	21401742	652857	33204	15033	11114	7896	6806	5132	4063	2998	2098	1596	1069	788	678	665	618	1509241	1225187	941874	683988	490704	302981	202133	126383	78272	48154	
UNKNOWN		UNKNOWN	35755750	35395080	1185311	230.279	34810102	763277	44964	26115	19859	14852	10595	7607	4844	3032	2257	1976	2177	2623	3862	7948	29660	2890563	2520636	2074842	1622439	1209830	862786	557112	362443	228958	153640	
UNKNOWN		UNKNOWN	50226463	49751454	2466461	86.6102	48915442	1121260	68106	36353	26518	19084	13234	8358	4463	2121	1065	552	497	614	977	1704	6115	3567093	3044095	2419290	1832293	1311785	898464	579366	373696	230730	151838	
UNKNOWN		UNKNOWN	71258367	70770633	8731555	98.9053	69656525	1358551	84337	45432	27563	15980	12204	20812	17839	3838	2612	1887	1476	1170	1085	896	857	5021164	4399014	3616398	2874916	2233421	1603919	1130390	763775	510745	343731	
UNKNOWN		UNKNOWN	34971835	34581311	2844226	227.299	33584159	1091171	67639	30606	22665	17234	14687	11717	9719	7948	6299	5494	4920	4734	4385	4297	4298	2996068	2557607	2104122	1621399	1208554	822023	560420	358603	223902	139350	
UNKNOWN		UNKNOWN	65188193	64842635	4308649	140.348	63468119	1443948	88992	49098	36041	26953	19654	12027	6542	3425	1849	1396	1296	1673	2582	5352	19246	4586435	3922701	3138586	2368266	1684398	1170117	740048	465717	283929	185951	
UNKNOWN		UNKNOWN	66252990	60759667	3334584	52.1519	64644881	1403921	74591	38842	27944	20499	14643	9123	4869	2231	968	594	583	742	1104	2133	5322	4352083	3819056	3199421	2633509	2147849	1689623	1309429	980421	678771	443404	
UNKNOWN		UNKNOWN	46195348	44002084	3347909	263.668	44611580	1243628	70808	35009	27488	22480	21749	17543	15605	12873	10380	9184	7430	6680	5828	5642	5518	3762094	3321331	2709292	2072170	1598729	1053524	757308	526405	376012	296894	
UNKNOWN		UNKNOWN	60846207	60568121	2828471	208.726	59209637	1220943	98134	71496	61879	48573	33511	19338	10325	5354	3155	3688	4447	8952	28440	18335	0	2807205	5084139	4289215	3406581	2575719	960110	1387624	841862	530165	315509	
UNKNOWN		UNKNOWN	36227489	35849460	1745125	248.856	34983468	1039706	56022	25492	18982	14972	12533	10183	8360	7030	5473	4783	4099	3894	3705	3647	3635	2545271	2153233	1719260	1303237	977041	615997	427404	277216	177181	113198	
UNKNOWN		UNKNOWN	40875922	40403260	1405069	778.507	39543542	814233	71353	56979	49820	39168	27676	16974	12004	10357	10669	15507	20689	35535	95522	55894	0	1887140	3380762	2849647	2287531	1860944	676886	968919	582909	362770	215020	
UNKNOWN		UNKNOWN	29366819	29147465	1961840	278.341	28330974	811918	48491	24188	18604	15299	13337	11940	9719	8340	6913	5634	4828	4294	3822	3667	3287	2287494	1974110	1619226	1255135	996901	625788	442482	293674	191313	126630	
UNKNOWN		UNKNOWN	27193957	25383369	4913724	124.598	26292421	772830	42333	19628	14419	10944	9114	7121	5428	4006	2579	1694	1194	923	671	602	579	1876501	1597148	1292284	1015745	830307	609190	521793	423047	324647	229028	
UNKNOWN		UNKNOWN	42807505	42374376	7552273	198.444	41323507	1261330	66668	29161	21204	14834	13092	10067	8494	6490	4557	3507	2819	2336	2071	2062	2009	2978996	2427741	1874756	1368668	986047	632724	424080	269275	166214	101359	
UNKNOWN		UNKNOWN	26379767	21716354	4633462	155.34	25581906	680805	35558	15969	12026	8758	7362	5622	4317	3155	2209	1510	1168	790	817	849	976	1529713	1288298	1007952	763167	593242	403809	330698	277596	268202	326257	
UNKNOWN		UNKNOWN	60684231	60297965	7646970	200.339	58614826	1738565	88822	40115	30487	23601	19222	15661	13111	10141	7618	5772	4906	4149	3771	3692	3676	4707205	3869443	3013952	2209094	1604934	1012510	670709	420328	263860	170399	
UNKNOWN		UNKNOWN	32853737	32437329	1574803	158.415	31827547	892349	43952	19300	14413	10771	9207	6896	5612	3951	3041	2354	1911	1563	1385	1244	1167	2327759	1936474	1503235	1114904	821057	508715	353243	222705	136102	84374	
UNKNOWN		UNKNOWN	30948908	30620892	5645619	168.804	29949403	845624	44001	21652	15449	11406	9307	7112	5720	4258	2940	2135	1675	1391	1375	1469	1581	2240842	1868453	1451757	1068813	794371	476356	323445	204301	125554	80217	
UNKNOWN		UNKNOWN	38453733	38106768	1291821	121.535	37442181	839848	53768	30284	22866	16819	12408	7990	4938	2666	1605	1270	1164	1338	1891	3101	9596	2963071	2597933	2130906	1667093	1249494	866775	580868	381481	242133	161395	
UNKNOWN		UNKNOWN	65332315	64969906	9310509	218.777	63015739	1917434	99327	45799	34139	27044	22416	18519	15682	12454	9297	7591	5935	5433	5327	4890	4712	5079053	4183025	3317057	2463906	1810638	1159599	756315	469503	291068	176041	
UNKNOWN		UNKNOWN	20602219	20205648	3908235	197.602	19887535	605436	29211	13243	9678	7283	6301	4723	3894	3122	2276	1685	1292	1105	1018	1060	1038	1386715	1124167	870061	639987	468342	308143	218748	148116	94985	59012	
UNKNOWN		UNKNOWN	82196718	77038465	3828426	93.8886	80124901	1637049	122012	84165	68760	52782	35973	20655	10746	5118	2745	2446	2845	5343	13021	8157	0	3765627	6838312	5958043	4947780	3912601	1563007	2387954	1578898	1035528	624205	
UNKNOWN		UNKNOWN	67313144	66498257	4930230	237.989	65123594	1794893	108894	51778	35891	25768	18791	16820	12677	9994	7654	6780	6006	5969	6765	9934	32829	4994734	4315670	3522458	2742199	2072979	1435155	962529	619672	398174	257960	
UNKNOWN		UNKNOWN	44241619	43919911	7869201	174.2	42721027	1293446	70348	31048	22064	16141	14092	11130	9235	7110	4621	3400	2669	1943	1716	1607	1695	3388327	2793161	2177464	1592004	1145196	728502	481428	298183	183292	113482	
UNKNOWN		UNKNOWN	37064494	36243923	1234637	122.144	36064216	815316	56164	33558	25902	19712	14261	9131	5501	2979	1600	1044	855	864	1338	2856	9197	2810899	2462838	2033684	1603442	1222113	872107	597763	404612	264605	178401	
UNKNOWN		UNKNOWN	21422467	20787957	3521889	151.614	20708187	613550	28959	12745	9521	7127	6115	4440	3590	2777	2000	1491	1186	862	798	787	817	1490944	1223573	958259	718556	538471	355943	252524	164414	102706	62518	
UNKNOWN		UNKNOWN	31348472	31077411	1312084	214.476	30300928	889318	46046	20801	15316	11845	10201	7920	6290	5229	4033	3514	2917	2591	2591	2330	2323	2215396	1862165	1472730	1104442	819941	520194	355403	222189	136119	84704	
UNKNOWN		UNKNOWN	24628947	24471370	1445232	400.873	23673171	705172	42696	20790	16672	14423	12892	11672	10383	9244	7903	7061	6508	5972	5714	5582	5131	1955477	1699241	1380719	1057383	825080	531234	357669	230979	153187	102139	
UNKNOWN		UNKNOWN	67118024	66538018	3416218	114.783	65358135	1351375	112624	80381	67274	52284	36729	21170	10932	5357	2429	1845	2212	3213	7477	4587	0	3093628	5566009	4665284	3686694	2713470	1018395	1481765	887114	551618	322487	
UNKNOWN		UNKNOWN	54167647	53897054	7743227	258.153	52203103	1614702	85640	38639	28178	22514	18908	15669	13656	10777	8330	6477	5864	5250	4897	5008	4885	3908055	3214455	2535459	1872906	1380215	884044	581319	364292	229087	145806	
UNKNOWN		UNKNOWN	93367496	92412137	8261912	163.067	90921577	2041830	124233	68895	49804	36315	25324	16992	9760	5401	3272	2340	2256	2762	4495	9784	42456	6720503	5774254	4642725	3556605	2591934	1822324	1167624	742059	456063	302412	
UNKNOWN		UNKNOWN	23434550	23136421	4236951	232.651	22618590	649593	34611	16565	12700	9963	8656	6460	5690	4623	3459	2939	2577	2500	2508	2724	3019	1808317	1532798	1221358	920999	700971	433773	294906	188409	116270	73094	
UNKNOWN		UNKNOWN	34354781	27495344	1171589	140.129	33256683	915752	42683	19446	15248	11931	10227	8493	7257	6340	5338	4819	4500	4437	4175	4189	4234	2179145	1948754	1705510	1511089	1463014	1313069	1279576	1089017	809243	534592	
UNKNOWN		UNKNOWN	57172043	56948745	2332306	337.045	55505373	1152374	100548	77815	68738	54513	38736	22504	12994	7563	5091	6869	9140	17634	55200	36951	0	2751428	5002009	4286725	3459406	2716017	1016906	1476898	898901	572650	341586	
UNKNOWN		UNKNOWN	46762401	42812219	1916906	85.2482	45587723	1007367	57241	30326	20800	15540	10739	6733	3641	1882	1006	647	606	834	1342	3192	12782	3160759	2771766	2311700	1897984	1538330	1233201	942331	701917	486106	321550	
UNKNOWN		UNKNOWN	35262026	35132603	880609	203.843	34043986	1045263	56856	24956	18560	14145	11498	9237	7362	5519	3824	2671	1954	1498	1210	1067	981	2463915	1981804	1511475	1089014	776074	477311	314119	193152	118886	73899	
